Feature,Mean_Class0,Mean_Class1,Median_Class0,Median_Class1,Std_Class0,Std_Class1,CohenD,AbsCohenD,T_pvalue,U_pvalue,ROC_AUC,N_Class0,N_Class1,T_pvalue_FDR,U_pvalue_FDR,Significant_T,Significant_U
mfcc_04_std,28.451373565487746,28.29208456186148,28.100377082824707,28.034395217895508,3.301078789479067,3.0800136561490543,-0.04915903834995995,0.04915903834995995,0.7376324400108545,0.567399936267809,0.475703564727955,164,65,0.9027740310580606,0.7565332483570787,False,False
mfcc_06_min,-31.86041310938393,-32.32884140014649,-30.43115234375,-32.148414611816406,12.871243425284044,11.513134596905125,-0.03746442698931866,0.03746442698931866,0.7984824972248192,0.5480763940914493,0.47448405253283304,164,65,0.9221221232368605,0.738740958874052,False,False
mfcc_01_mean,-366.66879960967276,-370.2735487717849,-366.7138214111328,-368.1907958984375,33.513893506788264,30.4943445264488,-0.11026796273986396,0.11026796273986396,0.4526301349832401,0.5261918316273195,0.4730769230769231,164,65,0.662779840511173,0.7313174609057662,False,False
mfcc_01_median,-385.76589630871285,-390.0715768667368,-385.3661193847656,-393.1375427246094,39.89564099244166,35.973361524738806,-0.11088562466487988,0.11088562466487988,0.4501055596671003,0.5189974917658207,0.4726078799249531,164,65,0.662779840511173,0.7274836636717485,False,False
mfcc_12_std,9.666162639129453,9.526646636082576,9.569656372070312,9.333540916442871,1.239519291058399,1.1917745886932305,-0.11377485067412561,0.11377485067412561,0.4384036131504643,0.45127252298244314,0.4680112570356473,164,65,0.662779840511173,0.6435538588619188,False,False
f0_mean,469.2685750393359,461.19310064174607,448.3898461022403,445.66724364848176,126.24605305416162,148.03328322299856,-0.06083166932372916,0.06083166932372916,0.6785041725703503,0.44465462349040363,0.4675422138836773,164,65,0.8559591100118266,0.6396785811616333,False,False
mfcc_02_std,40.765412167804996,39.962616201547476,40.091758728027344,39.929134368896484,4.908636593397166,5.246827864151715,-0.1603571825466603,0.1603571825466603,0.275079262663109,0.4174715897148604,0.4655722326454034,164,65,0.474873674492104,0.6224121883021556,False,False
rms_std,0.049972327187566494,0.047820347862748,0.04802612215280533,0.048066768795251846,0.013856987729055872,0.012742967192650643,-0.15879216812676553,0.15879216812676553,0.2797791000577207,0.38885320253826106,0.46341463414634143,164,65,0.4759407238592876,0.5850635340942644,False,False
mfcc_04_min,-112.66892326168897,-113.8585443349985,-110.58970260620117,-114.96612548828125,16.015107040260542,17.44633062885384,-0.07239992274271159,0.07239992274271159,0.6218062933959909,0.29281857152548507,0.4553470919324578,164,65,0.8158098569355401,0.4662353954386364,False,False
mfcc_20_max,26.73898686432257,26.01395131624662,26.13075065612793,24.904680252075195,6.592088535881787,7.107788545385702,-0.1075484468876517,0.1075484468876517,0.4638409082268645,0.2653205778319321,0.45272045028142593,164,65,0.6731850349487237,0.42659387023957707,False,False
mfcc_16_std,7.872131030733993,7.735397771688608,7.7855730056762695,7.551855564117432,0.8544220891731569,0.750565127015927,-0.16544389999689826,0.16544389999689826,0.26017962081148915,0.2513451143854125,0.451313320825516,164,65,0.45393040226685344,0.4122059875920765,False,False
spectral_flatness_std,0.0003178170954788606,0.0002990805110931733,0.00028530444433240844,0.00025463083330232736,0.00019771379422305277,0.00021121482296047398,-0.09293397176930901,0.09293397176930901,0.5266753230705364,0.20531493153075298,0.44624765478424017,164,65,0.7197896081963998,0.3435882527657499,False,False
mfcc_09_std,12.321181262411722,11.956388766948994,12.107713222503662,11.722762107849121,1.8250536083317483,1.3591865815599655,-0.21375025976019407,0.21375025976019407,0.14612097451197092,0.1990537172772302,0.4454971857410882,164,65,0.30722871564055426,0.3435882527657499,False,False
mfcc_18_std,6.827905811914584,6.733066859612098,6.756867170333862,6.612811088562012,0.6173214044695695,0.69361291722154,-0.14824319161559577,0.14824319161559577,0.31288777223752046,0.18917877146586137,0.44427767354596626,164,65,0.5131359464695335,0.3372317230478398,False,False
mfcc_05_std,18.414407776623236,18.08049464592567,18.02744483947754,17.92056655883789,2.253806087625571,2.2305479995309963,-0.14858591492928827,0.14858591492928827,0.3117728726661589,0.18843439092324743,0.4441838649155722,164,65,0.5131359464695335,0.3372317230478398,False,False
mfcc_02_max,252.73790982874428,249.7395991398738,253.10182189941406,249.76133728027344,15.020249338157253,17.00420454932559,-0.1921359111530628,0.1921359111530628,0.19121632046065437,0.16914465908189757,0.4416510318949344,164,65,0.3689350183005567,0.3152241373799,False,False
num_high_energy_events,154.6341463414634,145.69230769230768,153.0,142.0,50.67314052269151,46.8257818530972,-0.18021132027033598,0.18021132027033598,0.2201420016490178,0.1507181952959686,0.43902439024390244,164,65,0.4011476474493213,0.2907974591592806,False,False
mfcc_06_std,15.38470547373702,15.083680959848257,15.48977279663086,14.837035179138184,1.6698604507036992,1.5534319059769888,-0.1837899256770573,0.1837899256770573,0.21114751451449848,0.14334422833676203,0.43789868667917453,164,65,0.39350218614065624,0.27986254103844016,False,False
mfcc_08_max,55.13794388422152,53.20310601454515,53.894975662231445,51.21261978149414,11.173019022190008,12.344151559014746,-0.16802367878355753,0.16802367878355753,0.25284193050032056,0.13448825221611677,0.43649155722326455,164,65,0.450718223935354,0.26954788059609874,False,False
mfcc_11_std,10.831395265532702,10.515408376547006,10.6344575881958,10.298566818237305,1.598986640963422,1.4489797889261755,-0.20279535056311088,0.20279535056311088,0.16783194005063018,0.12173829106037237,0.4343339587242026,164,65,0.33161973696751024,0.2560593122424171,False,False
mfcc_19_std,6.933299163492714,6.792066346682035,6.859081268310547,6.717068195343018,0.7582928251892213,0.8284531818166203,-0.18136677104161805,0.18136677104161805,0.21720812792234503,0.1094624175099238,0.43208255159474673,164,65,0.40024868516027623,0.23620837462667768,False,False
mfcc_06_p10,7.86082776726746,6.7140371829271315,7.336485147476196,6.2549824714660645,4.99828020687811,4.850485201213033,-0.23134503768282366,0.23134503768282366,0.11586289934670678,0.10276660498852971,0.43076923076923074,164,65,0.2659032686053006,0.22471630957491828,False,False
mfcc_04_p10,-46.88103532791138,-49.67680039039025,-46.661590576171875,-49.04494094848633,13.789949580597604,13.628039093524828,-0.20340982269204105,0.20340982269204105,0.16655291917223375,0.09999857914595532,0.4302063789868668,164,65,0.33161973696751024,0.22161847270184692,False,False
mfcc_06_median,26.123285398250673,24.863833471444938,25.72578525543213,24.3831844329834,5.7818430718621885,5.494875253296786,-0.22086356628646706,0.22086356628646706,0.13322618845507356,0.08703863696403348,0.4273921200750469,164,65,0.29132126542176084,0.19825467308474293,False,False
mfcc_08_std,12.479660499386672,12.345345012958234,12.398190021514893,12.097707748413086,1.2467661268205752,1.5451218301910334,-0.10041248577922225,0.10041248577922225,0.4939851429070542,0.08382185572948116,0.42664165103189505,164,65,0.6962713363773568,0.1936166808399283,False,False
mfcc_12_max,42.868754852108836,40.648173112135666,41.13670349121094,39.351806640625,9.717409757039254,9.851304189113428,-0.22762716933340602,0.22762716933340602,0.12180466205590491,0.06881478189475107,0.42279549718574105,164,65,0.27364335037216997,0.16122320329627393,False,False
mfcc_13_max,39.01791298098681,37.261984810462366,37.787960052490234,36.83576202392578,7.293249683259163,7.435323304992894,-0.23943655643599365,0.23943655643599365,0.10372460350596174,0.06780947819566673,0.4225140712945591,164,65,0.24301192821396753,0.1611703539723093,False,False
mfcc_12_p10,-9.478903895107711,-10.564048105707535,-8.988232612609863,-10.594882011413574,4.171850246775306,4.261789531272539,-0.2585275463963779,0.2585275463963779,0.07909825072773112,0.06422620556082378,0.4214821763602252,164,65,0.19654716847496823,0.1548984957643397,False,False
mfcc_01_p90,-218.54150753486448,-228.6526860163762,-218.82854461669922,-225.4752655029297,37.75736160580781,35.9875308665385,-0.271318029946752,0.271318029946752,0.06544821861963804,0.06233851937515436,0.42091932457786124,164,65,0.17037314053366093,0.15258980861978083,False,False
mfcc_20_std,6.432429540448073,6.367855717585637,6.376588821411133,6.112851619720459,0.6540422263567306,0.8871283533485418,-0.08877851285657053,0.08877851285657053,0.5453087959107659,0.0604969627694309,0.4203564727954972,164,65,0.7390962192509554,0.15032578627555557,False,False
mfcc_06_mean,26.717404249237806,25.332886050297663,26.390305519104004,24.754310607910156,5.705799535493801,5.349540211240237,-0.24689820413181376,0.24689820413181376,0.09345362333863716,0.05870072498548949,0.4197936210131332,164,65,0.22308081810276192,0.14810644457877348,False,False
mfcc_13_p90,12.709510419426895,11.800700128995455,12.36772632598877,11.084797859191895,3.7172762710340863,3.4944879994188893,-0.24859149119270388,0.24859149119270388,0.09124106719651573,0.05357588157795491,0.4181050656660413,164,65,0.22308081810276192,0.13728819654350946,False,False
mfcc_06_max,89.30382305238305,85.10180382361779,87.91099548339844,86.62765502929688,11.114307761663545,10.308558662830293,-0.3857480329611467,0.3857480329611467,0.009074074069753196,0.05195289979970345,0.41754221388367735,164,65,0.06470209336693583,0.13728819654350946,False,False
rms_mean,0.03485475452162507,0.031222306392513787,0.0317211989313364,0.030706068500876427,0.012616145496850058,0.010710763855310394,-0.2999709880588399,0.2999709880588399,0.04184619623770117,0.051156958087550934,0.41726078799249533,164,65,0.1270884478330184,0.13728819654350946,False,False
mfcc_04_p90,26.095374869137274,23.0954017162323,24.829586029052734,23.210285186767578,9.239381314667206,10.04246059725344,-0.3166969214061311,0.3166969214061311,0.031761420393291405,0.05011160760909115,0.4168855534709194,164,65,0.1110637321764971,0.13697172746484915,False,False
mfcc_05_p10,-16.80240963508443,-19.340577936172487,-15.849836349487305,-18.299118041992188,7.8578077561672846,8.3292766136984,-0.31752711439578374,0.31752711439578374,0.031320841001976144,0.049084222861290695,0.4165103189493433,164,65,0.1110637321764971,0.13697172746484915,False,False
mfcc_04_max,77.79427807505537,74.77787810105544,74.78186798095703,71.1119384765625,15.694330447898409,16.78993414417903,-0.18839766710373104,0.18839766710373104,0.19996435688445588,0.04562655114447914,0.4151969981238274,164,65,0.38132737824477636,0.13127639276657155,False,False
f0_std,533.7008717168261,508.24386329383066,520.5669667234134,491.30297960359167,88.15755680250322,96.70916475800364,-0.28082658286593326,0.28082658286593326,0.0566192603510431,0.044442467432015124,0.41472795497185744,164,65,0.15222227373067326,0.1301529403366157,False,False
mfcc_06_p90,46.59424281701809,44.78084223820613,46.58320999145508,44.64378356933594,7.14975842838062,6.452687036485551,-0.26053492336344547,0.26053492336344547,0.07681326664432829,0.03828051146362899,0.41210131332082556,164,65,0.19380578045645908,0.11845290339688971,False,False
mfcc_04_mean,-10.102321572601795,-13.468260733439372,-10.51687479019165,-14.317562103271484,11.488036082046674,12.054753970742535,-0.2889067798501401,0.2889067798501401,0.04992216475738803,0.03433759210815451,0.4102251407129456,164,65,0.14047256996787014,0.11041892364190864,False,False
mfcc_05_max,74.05506047969911,69.48533706665039,73.68772506713867,66.45310974121094,15.020693237816303,17.04546536852937,-0.2925906115462055,0.2925906115462055,0.0470982847637395,0.033224588829238635,0.40966228893058165,164,65,0.13793069109380854,0.11041892364190864,False,False
mfcc_03_std,44.96031621607339,42.87992075406588,45.128990173339844,42.47085189819336,6.413474708987276,5.848465915805526,-0.3323664899203676,0.3323664899203676,0.024290937966682833,0.029568909045755588,0.4076923076923077,164,65,0.09493330033821903,0.10541958877182427,False,False
mfcc_17_std,7.0920375004047305,6.946190628638634,7.092939376831055,6.878697395324707,0.5405561056269264,0.5286539287557436,-0.27148084443028186,0.27148084443028186,0.0652879393616325,0.028751350205169356,0.40722326454033775,164,65,0.17037314053366093,0.10541958877182427,False,False
mfcc_04_median,-9.584955818633118,-13.450945181800769,-10.781216144561768,-14.746570587158203,12.737456027192131,13.192978063441565,-0.30044562493407545,0.30044562493407545,0.041526219946470176,0.022751358915504227,0.4033771106941839,164,65,0.1270884478330184,0.09491568999348003,False,False
mfcc_13_p10,-9.382805814103383,-10.38674884576064,-9.217036247253418,-10.290687561035156,3.305160736233651,2.946544003269458,-0.3129387640062234,0.3129387640062234,0.03382339692520172,0.020123189467716494,0.40140712945590995,164,65,0.11334469453541707,0.09078341319779039,False,False
mfcc_13_mean,1.839802788911251,0.875010417172542,1.7056778073310852,0.5563008189201355,3.1706088205354566,2.882559017302566,-0.3120170810400779,0.3120170810400779,0.03434634507486977,0.019422711097422177,0.400844277673546,164,65,0.11334469453541707,0.09078341319779039,False,False
mfcc_05_mean,6.554798243067613,3.6784094558312344,7.044883966445923,4.617424488067627,6.735739041306812,8.734610876753845,-0.3911061102734571,0.3911061102734571,0.008170460302748433,0.019308059760181767,0.400750469043152,164,65,0.063807404269083,0.09078341319779039,False,False
mfcc_05_p90,28.20555019378662,25.327655605169443,28.132474899291992,25.536155700683594,7.415017967618435,9.99992904991203,-0.34983491297316704,0.34983491297316704,0.017813945031388858,0.015555848730558855,0.39737335834896814,164,65,0.0822281232318819,0.07972372474411413,False,False
mfcc_12_mean,2.5834345057061534,1.3988850105267305,2.5411810874938965,0.8709911108016968,3.498110939342685,3.675992667449161,-0.33375440009597984,0.33375440009597984,0.02370994770907145,0.014545234042655881,0.39634146341463417,164,65,0.09493330033821903,0.07837585706553753,False,False
mfcc_13_median,2.104299861210875,1.1317108286114839,2.011328339576721,0.6968716979026794,2.987406274533111,2.7339428750304626,-0.3332867924678936,0.3332867924678936,0.02390432184723203,0.013178623257552584,0.39484052532833025,164,65,0.09493330033821903,0.07718907907995085,False,False
mfcc_05_median,7.796331603261756,4.642905927162904,9.091172218322754,6.09583044052124,6.692079230050899,8.874025677714384,-0.4277043861999594,0.4277043861999594,0.0038753695063789267,0.012775493476778104,0.3943714821763602,164,65,0.04888927684970338,0.07718907907995085,True,False
mfcc_12_p90,14.131424406679665,12.904021549224854,13.794548511505127,12.387555122375488,3.926773397929897,3.9678446549727546,-0.3116504179113667,0.3116504179113667,0.03455630930957838,0.012229454455679559,0.3937148217636023,164,65,0.11334469453541707,0.07713963579736337,False,False
vocalization_rate_per_min,75.36391001892544,65.88245948503707,72.86869650504906,61.44524434205162,24.526470314315105,22.77250055172107,-0.39432250359526894,0.39432250359526894,0.007667787178752129,0.011815014444480968,0.3931988742964353,164,65,0.063807404269083,0.07713963579736337,False,False
spectral_centroid_std,450.69578202621653,425.66232407402464,452.3417225543078,418.9565517157709,69.25650205486932,65.94403887717074,-0.36631373449772875,0.36631373449772875,0.01315271154750754,0.011270005056412413,0.3924953095684803,164,65,0.0695820868964915,0.07713963579736337,False,False
mfcc_09_max,63.364639491569704,58.850672090970555,62.95256042480469,58.690025329589844,12.228341467664837,9.912751923251136,-0.38838906856884203,0.38838906856884203,0.008618017300215306,0.010850177069554337,0.39193245778611635,164,65,0.0642434016925141,0.07713963579736337,False,False
mfcc_12_median,2.9513951331013586,1.7323241657935655,2.9425277709960938,1.2363145351409912,3.2185524139663086,3.478566113520629,-0.37009524218377565,0.37009524218377565,0.0122501495737701,0.00652723568582049,0.3846153846153845,164,65,0.06696748433660987,0.05634035013024002,False,False
zcr_std,0.03822237323285935,0.03592450893466239,0.037865520817171136,0.035390849725863226,0.005703654225165237,0.0054954559104344524,-0.40700907287407273,0.40700907287407273,0.00594593276695659,0.00355993355028077,0.376360225140713,164,65,0.056200453149346706,0.03892194014973642,False,True
mfcc_01_std,101.3980517038485,97.01981623722956,100.6418228149414,96.05229949951172,10.2328451029232,10.033429934929973,-0.43020809485725986,0.43020809485725986,0.0036757144148069046,0.0017000215321681118,0.36688555347091933,164,65,0.04888927684970338,0.025345775570506393,True,True
